id,is_tv_subscriber,is_movie_package_subscriber,subscription_age,bill_avg,reamining_contract,service_failure_count,download_avg,upload_avg,download_over_limit,churn
1672924,1,1,0.03,0,1.95,0,0.4,0.0,0,0
44439,1,0,2.43,23,,0,0.0,0.0,0,1
680394,1,1,4.98,22,0.04,0,63.1,1.4,0,0
998787,1,1,2.97,24,1.18,0,91.2,11.5,0,0
846137,1,1,3.84,15,1.08,0,166.7,5.1,0,0
368641,1,0,4.29,21,0.0,1,6.1,0.6,0,1
1303644,1,0,1.47,13,0.45,0,48.6,4.4,0,0
843823,1,1,3.86,20,0.09,0,20.8,2.6,0,0
174920,0,0,1.73,23,,0,0.0,0.0,2,1
392856,1,1,6.41,28,0.18,0,205.2,15.1,0,0
841824,0,0,2.87,28,0.0,0,44.2,3.2,0,1
796727,1,1,4.13,17,1.94,0,55.4,4.3,0,0
1255997,1,1,2.11,10,0.11,0,90.0,8.5,0,1
1512482,1,0,0.68,14,1.3,0,29.7,1.9,0,0
1633625,1,0,0.14,14,0.28,0,29.2,1.9,0,0
776666,1,1,4.24,16,1.68,0,94.6,10.5,0,0
320706,0,0,3.6,24,,1,8.4,1.5,0,1
291977,1,0,1.21,0,0.02,0,0.0,0.0,5,1
533670,1,0,1.98,20,,1,4.4,0.4,0,1
1020274,1,1,2.9,24,1.03,0,68.9,3.7,0,0
1260211,1,1,1.72,23,0.46,0,57.3,2.9,0,0
1317873,1,0,1.39,21,0.52,0,40.3,3.1,0,0
984188,1,0,3.03,12,1.01,0,15.0,0.8,0,0
150011,1,1,7.64,23,1.82,1,105.5,9.1,0,0
836592,1,0,1.98,26,,0,34.2,2.6,0,1
61149,1,0,2.16,0,,0,0.0,0.0,0,1
1153596,1,0,2.19,33,,0,239.6,6.5,0,0
351147,0,0,2.02,0,,0,0.0,0.0,0,1
363468,1,1,0.49,22,0.01,0,0.0,0.0,0,1
962935,1,0,2.17,22,,0,48.5,2.3,0,1
324891,1,0,1.79,22,0.0,0,0.0,0.0,0,1
1092703,1,1,2.62,15,0.0,0,33.5,1.6,0,1
910770,1,1,3.38,20,0.53,0,97.3,8.4,0,0
844811,1,0,3.85,22,0.09,0,24.7,1.7,0,0
725035,0,0,1.42,38,,0,48.7,2.2,0,1
207375,0,0,3.08,0,,0,6.9,1.8,0,1
454907,1,1,3.51,39,0.0,1,59.5,4.5,0,1
910701,0,0,1.31,25,,0,16.1,3.0,0,1
736258,1,0,1.3,15,0.0,0,10.3,0.5,0,1
973677,1,0,3.07,20,1.09,0,47.7,9.9,0,0
1685473,1,1,0.47,11,1.51,0,35.4,2.0,0,1
410906,1,1,1.99,21,,0,9.3,1.0,0,1
1202470,1,0,1.99,14,,0,97.2,7.0,0,0
166028,0,0,1.58,8,,0,0.0,0.0,0,1
1031866,1,0,0.35,13,0.0,0,23.5,1.7,0,1
1149016,1,0,2.21,16,1.73,0,55.9,6.0,0,0
1076272,1,0,1.02,50,,1,393.9,40.1,0,1
985252,1,0,3.02,12,0.91,0,48.5,3.9,0,0
808671,1,0,4.07,17,1.84,0,93.6,12.0,0,0
944901,1,0,3.72,9,,0,17.4,1.1,0,1
73529,1,1,6.11,23,0.0,0,6.4,0.6,0,1
1048073,1,0,1.38,17,0.0,0,0.0,0.0,0,1
1560377,1,1,1.18,0,0.79,0,86.3,10.1,4,1
1290684,1,1,1.55,126,0.42,0,35.6,3.2,0,0
1467412,1,1,0.85,12,0.88,0,78.7,5.8,0,0
79873,0,0,1.76,12,,1,0.0,0.0,0,1
336573,0,0,1.23,18,0.0,0,0.0,0.0,0,1
1394369,1,0,1.08,20,0.89,4,38.6,5.7,0,0
867932,0,0,0.29,59,,0,137.9,7.4,0,1
450739,1,0,0.79,22,0.0,0,0.0,0.0,0,1
1590033,0,0,0.31,47,0.06,0,79.9,6.7,0,0
1678407,0,0,0.01,0,1.96,0,,,0,0
279592,1,1,6.87,12,0.46,0,52.0,4.3,0,0
240685,1,1,1.02,20,,0,0.0,0.0,0,1
1125629,1,1,2.34,17,1.94,0,37.2,1.3,0,0
1343848,1,0,1.25,37,0.97,0,91.5,9.9,0,0
1615851,1,1,0.21,24,1.75,1,131.2,14.8,0,0
251640,1,0,6.77,30,,0,75.1,5.3,0,1
1382915,1,0,1.11,22,0.86,0,57.6,8.0,0,0
600986,1,0,1.98,0,,1,8.0,1.1,7,1
425945,1,1,6.28,15,1.15,0,178.4,8.4,0,0
1643298,1,1,0.12,4,,0,5.3,0.6,1,0
77535,1,0,2.1,22,,2,0.0,0.0,0,1
1645551,1,1,0.12,13,0.54,0,14.7,3.9,0,0
74020,1,1,2.12,0,,0,0.0,0.0,2,1
1681918,1,1,0.58,20,1.39,3,40.7,4.6,0,1
594365,1,0,0.01,2,0.01,0,0.0,0.0,0,1
617428,1,1,5.38,21,0.47,0,14.5,1.0,0,0
451446,1,1,6.18,10,1.2,0,33.7,2.6,0,0
1279319,1,1,1.62,12,0.36,0,43.5,2.7,0,0
1285348,1,0,1.58,13,0.35,0,10.8,0.8,0,0
731651,1,0,2.24,28,0.0,0,82.7,9.9,0,1
100870,0,0,3.64,0,,0,11.6,4.1,7,1
372355,1,1,6.87,0,,0,0.0,0.0,0,1
521551,1,1,5.95,10,1.29,0,41.1,2.6,0,0
50872,0,0,2.7,23,,0,0.0,0.0,0,1
1337422,1,0,1.27,14,0.7,0,58.8,6.1,0,0
672927,0,0,0.76,21,0.0,0,10.2,1.1,0,1
1109726,1,1,2.42,12,1.7,0,19.2,1.5,0,0
1035304,0,0,2.39,134,0.0,0,62.2,5.3,0,1
1200554,1,0,2.0,12,,0,84.8,6.8,0,0
949584,1,1,3.15,20,1.02,1,127.2,38.2,0,0
1439030,1,0,0.94,22,1.03,1,84.6,4.4,0,0
545181,1,0,5.88,12,0.87,0,22.9,2.8,0,0
607257,0,0,1.9,23,,0,13.4,3.4,0,1
633550,1,0,2.79,26,0.0,0,3.5,1.2,0,1
153735,1,0,5.43,15,0.0,0,47.7,1.7,0,1
643120,0,0,2.12,35,,0,31.4,3.0,0,1
121115,1,0,7.86,24,,0,68.9,4.0,0,0
866635,1,0,3.71,21,0.24,1,36.7,3.6,0,0
328099,1,0,1.02,22,0.97,1,0.0,0.0,0,1
6787,1,0,9.95,32,,0,5.6,0.3,0,1
642846,1,0,2.17,16,0.0,0,21.6,2.7,0,1
52971,1,1,8.62,13,1.73,0,49.3,6.2,0,0
1294974,0,0,0.42,125,0.0,0,490.3,19.8,0,1
1242172,1,1,1.81,12,0.16,1,43.2,3.6,0,0
1288857,1,0,0.88,0,,0,0.2,0.0,0,1
1517248,1,0,0.01,0,0.0,0,0.1,0.0,0,1
711722,0,0,0.47,25,0.0,0,42.0,5.5,0,1
1687000,1,1,0.38,31,1.59,1,46.7,2.6,0,1
902340,1,1,3.44,22,0.74,1,63.8,9.8,0,0
964731,1,0,3.11,12,0.84,0,20.8,1.5,0,0
360019,0,0,2.59,23,,0,17.1,2.7,0,1
1542971,1,0,0.55,8,1.42,1,51.5,6.4,0,0
553194,1,1,5.85,15,1.28,0,38.9,2.6,0,0
836935,1,0,2.33,23,0.0,1,101.5,9.5,0,1
611763,1,0,1.18,0,0.0,0,10.1,1.6,0,1
387057,1,0,6.42,22,0.92,4,35.7,4.8,0,0
1611329,0,0,0.22,28,1.75,0,63.4,5.6,0,0
640137,1,1,0.55,22,0.0,0,11.0,0.7,0,1
1343831,1,0,0.83,22,,0,27.6,2.9,0,1
119579,1,1,1.65,14,,0,0.0,0.0,0,1
264212,1,0,5.41,26,0.0,1,2.4,0.6,0,1
1065649,1,1,2.73,10,0.0,0,54.3,5.7,0,1
1422542,1,0,0.4,19,0.0,1,38.5,4.5,0,1
922285,1,0,0.0,0,0.0,0,0.0,0.0,0,1
1581900,1,0,0.34,35,1.63,6,19.1,1.0,0,0
1310519,1,0,1.07,13,0.0,3,34.5,3.7,0,1
1430701,1,1,0.97,22,1.0,0,39.6,2.0,0,0
1051083,1,1,2.76,15,1.42,3,137.7,6.6,0,0
1444288,1,0,0.93,20,1.05,0,10.4,1.3,0,0
837892,1,0,0.15,12,0.0,0,14.6,1.4,0,1
882495,1,0,4.25,19,,0,0.0,0.0,0,1
935613,1,0,1.51,9,0.0,0,0.0,0.0,0,1
1631020,1,0,0.15,18,1.82,0,45.7,2.3,0,0
142620,1,0,3.19,21,,0,15.4,1.2,0,1
109855,1,0,6.99,37,0.0,0,33.5,7.9,0,1
397670,1,0,6.39,21,0.26,0,7.5,0.4,0,0
182737,1,0,3.23,22,,0,22.3,1.5,0,1
860055,1,0,1.99,26,,0,1.8,0.3,0,1
1633794,1,0,0.14,14,1.83,0,11.2,0.9,0,0
989750,1,0,3.01,12,0.93,0,16.7,0.8,0,0
264598,1,0,6.91,20,1.41,0,56.7,8.2,0,0
1623881,1,0,0.55,18,1.42,5,30.3,2.2,0,1
620411,0,0,0.19,23,,0,0.0,0.0,0,1
384213,1,0,6.44,22,0.99,0,6.9,0.7,0,0
1600181,1,1,0.27,22,0.84,0,114.3,9.0,0,0
1309325,1,1,1.44,10,1.3,0,11.1,0.7,0,0
48401,0,0,3.64,22,,0,0.0,0.0,0,1
758005,1,0,2.3,14,0.0,0,39.4,3.1,0,1
836035,1,0,3.91,22,0.9,0,41.6,2.6,0,0
499632,1,0,6.04,21,0.19,0,61.2,2.7,0,0
734940,1,1,4.11,22,0.0,1,56.8,3.9,0,1
1138346,1,1,2.26,12,1.64,0,28.5,1.7,0,0
231816,0,0,1.58,17,0.0,0,0.0,0.0,0,1
1287685,1,1,1.57,12,0.41,0,41.6,5.0,0,0
1067837,1,0,2.02,21,,0,45.9,2.9,0,1
1005997,1,0,2.95,12,1.0,0,10.8,3.5,0,0
1127638,0,0,2.33,209,,0,477.9,52.9,0,0
456395,0,0,2.91,24,,0,16.0,1.8,0,1
1170294,1,0,2.11,12,0.76,0,179.3,8.8,0,0
458333,1,0,2.47,20,,0,13.4,0.9,0,1
920774,1,0,3.3,30,0.81,0,45.8,14.0,0,0
1406634,1,1,0.52,16,0.0,0,6.2,0.4,0,1
440448,1,0,4.5,24,,0,13.0,1.0,0,1
999292,1,0,2.97,12,0.96,0,145.5,10.9,0,0
1300840,1,0,1.44,13,0.0,0,18.6,3.6,0,1
371008,1,1,1.64,17,0.0,0,0.0,0.0,0,1
69576,1,1,3.47,46,,0,0.0,0.0,3,1
1637535,1,1,0.13,15,1.84,0,58.1,5.5,0,0
1313335,0,0,0.4,102,,0,177.4,12.9,0,1
531018,1,0,5.93,22,0.07,0,9.2,0.7,0,0
178319,0,0,2.36,22,,0,0.0,0.0,0,1
712294,1,1,4.75,21,0.38,0,23.6,2.0,0,0
635886,0,0,3.4,26,,0,58.1,2.5,0,1
1024533,1,0,2.06,12,,0,19.9,0.6,0,1
1462208,1,1,0.87,38,1.1,0,189.5,8.3,0,0
1393291,1,0,0.48,13,0.0,0,46.7,6.6,0,1
262590,1,0,6.92,16,,0,3.7,0.6,4,0
1382376,1,0,1.11,14,0.86,0,49.4,2.7,0,0
1037039,1,0,2.04,21,,0,13.8,1.1,0,1
1579361,1,1,0.35,17,1.62,0,44.9,3.5,0,0
1056571,1,0,0.54,10,0.0,0,35.2,4.0,0,1
1619792,1,1,0.18,16,1.79,0,28.8,14.6,0,0
230428,1,1,7.05,21,0.31,0,47.6,8.8,0,0
1426082,1,0,0.99,20,0.99,0,23.9,2.1,0,0
650531,0,0,0.23,15,,0,0.0,0.0,0,1
1648626,1,1,0.1,25,1.87,0,203.7,8.9,0,0
832755,0,0,0.72,47,,0,64.7,7.9,0,1
1202659,1,1,1.99,12,1.94,0,108.7,13.3,0,0
682035,1,0,1.57,19,0.0,0,0.0,0.0,0,1
1150041,1,1,2.2,12,1.73,0,29.9,2.1,0,0
1006718,1,0,2.94,25,1.96,0,82.1,5.1,0,0
551437,1,0,2.41,0,,0,1.9,0.1,5,1
1650717,1,1,0.1,21,1.87,0,11.5,2.1,0,0
375516,1,1,4.03,20,,0,23.7,1.7,0,1
1523012,1,0,0.64,14,1.34,0,77.5,3.0,0,0
432167,0,0,0.93,37,0.0,0,0.0,0.0,0,1
1255204,1,0,1.75,13,0.18,0,14.1,2.6,0,0
1214057,1,0,0.92,9,0.0,0,55.3,2.9,0,1
942276,1,0,2.14,12,,0,72.1,5.7,0,1
2790,1,0,9.96,29,,0,18.5,4.0,0,1
1076029,1,1,2.63,10,1.31,0,63.8,5.2,0,0
440092,1,0,0.47,18,0.0,0,0.0,0.0,0,1
1663201,1,1,0.06,10,1.91,0,15.5,0.7,0,0
1272108,1,0,1.65,13,0.27,0,79.0,3.7,0,0
607175,1,0,1.84,11,0.0,0,13.1,1.0,0,1
147006,1,1,6.72,18,0.0,0,49.5,4.3,0,1
494326,1,1,6.06,15,1.36,0,35.6,1.2,0,0
35622,0,0,2.23,14,,0,0.0,0.0,0,1
1252705,1,1,1.76,12,0.22,0,46.7,4.8,0,0
267558,1,1,1.8,21,0.0,0,0.0,0.0,0,1
1628111,1,1,0.16,16,0.64,0,28.2,3.1,0,0
452168,1,1,0.67,21,,1,0.0,0.0,0,1
1617750,1,0,0.2,23,1.78,0,115.5,6.3,0,0
271723,1,0,0.47,8,1.5,0,0.0,0.0,0,1
573700,1,1,5.75,21,1.92,0,46.9,5.2,0,0
1186920,0,0,0.54,44,0.0,1,147.7,12.8,0,1
819058,1,0,4.01,19,1.9,0,33.0,1.8,0,0
1159476,1,1,2.16,7,1.76,0,5.0,0.6,0,0
1103209,1,1,2.46,23,0.01,0,152.7,4.8,1,0
915648,1,0,2.39,49,0.0,0,85.9,1.8,0,1
1080491,1,1,2.1,20,,0,48.4,3.1,0,1
480295,0,0,1.79,22,0.0,0,13.8,1.4,0,1
1588052,1,1,0.41,9,0.0,0,32.7,6.2,0,1
1548647,1,1,0.53,21,1.44,0,31.3,4.8,0,0
1509763,1,0,0.69,14,0.98,0,42.2,4.2,0,0
1353180,1,1,1.21,28,1.01,0,51.5,4.1,0,0
534769,1,0,5.91,22,1.22,1,5.2,0.6,0,0
1447740,1,1,0.39,16,0.0,0,54.5,8.8,0,1
1203525,1,1,1.97,20,0.0,0,58.6,7.5,0,1
1418333,1,1,1.01,24,0.96,0,131.2,6.3,0,0
89776,1,1,3.13,22,,0,0.0,0.0,0,1
331222,1,1,0.41,44,0.0,0,0.0,0.0,0,1
1450381,1,0,0.91,14,1.07,0,24.2,1.9,0,0
422717,1,0,0.81,22,0.0,0,0.0,0.0,0,1
1225902,1,0,2.07,10,1.88,0,37.8,4.3,0,1
133165,1,1,7.75,15,1.49,0,4.7,0.3,0,0
1317180,1,0,1.4,22,1.22,0,34.4,0.7,0,0
1237723,1,0,1.83,13,0.14,0,48.2,3.3,0,0
813920,1,1,2.35,26,,0,48.2,2.2,0,1
1081342,1,0,2.68,24,,0,46.4,4.3,0,1
1414494,1,1,1.02,24,0.95,0,122.9,9.8,0,0
1349562,1,1,1.22,14,0.75,0,8.0,1.4,0,0
981962,1,0,0.47,22,0.0,0,60.1,8.3,0,1
408100,0,0,1.38,21,,0,0.0,0.0,0,1
1579263,1,1,0.35,12,0.17,0,28.5,4.3,0,0
1522485,1,1,0.64,22,1.33,1,90.1,17.2,0,0
370324,1,0,6.5,21,0.56,0,59.5,1.6,0,0
403117,0,0,0.63,22,0.0,0,0.0,0.0,0,1
377836,1,1,6.46,10,1.28,0,19.4,1.4,0,0
548862,1,1,1.62,22,0.0,0,3.7,0.3,0,1
821337,1,1,4.04,20,0.0,0,43.1,4.5,0,1
1297991,1,1,1.5,12,0.41,0,52.1,4.7,0,0
339820,1,1,6.6,10,1.3,0,34.5,5.5,0,0
82584,1,0,1.67,25,,0,0.0,0.0,0,1
212701,1,1,7.12,26,1.86,0,40.8,1.9,0,0
270768,1,1,6.85,17,0.0,0,8.6,1.3,0,1
628837,1,1,5.3,21,0.32,0,81.0,7.6,0,0
1072264,1,0,0.86,17,0.0,0,9.2,0.5,0,1
1347149,1,1,1.23,24,0.74,0,39.5,1.1,0,0
294681,0,0,2.35,19,,0,12.6,1.2,0,1
364361,1,0,5.59,22,0.69,1,52.0,1.9,0,1
1031003,1,0,0.61,14,0.0,0,84.0,9.5,0,1
653682,1,1,5.14,10,1.26,1,41.9,4.7,0,0
1131314,1,1,2.3,14,1.64,0,38.0,2.5,0,0
54710,1,1,3.85,0,,0,0.0,0.0,0,1
474986,0,0,1.99,20,,0,24.1,1.4,0,1
777262,1,0,1.98,30,,0,19.4,1.1,0,1
1116046,1,1,2.39,20,1.66,0,51.4,9.0,0,0
72797,1,0,6.25,12,,0,6.4,0.2,0,1
1150855,1,1,2.19,16,1.72,1,21.6,2.8,0,0
1126557,1,1,2.33,11,1.57,1,59.0,4.4,0,0
354446,1,0,4.44,21,,0,26.7,1.3,0,1
831419,1,0,3.94,12,1.04,1,109.6,8.4,0,0
751939,1,0,2.26,32,,0,26.0,0.9,0,1
1622443,1,0,0.87,0,,0,0.0,0.0,0,1
1646478,1,1,0.11,20,0.66,0,25.7,1.4,0,0
1577577,1,1,0.36,34,1.61,1,131.3,27.3,0,0
1532479,1,1,0.6,15,1.37,0,53.6,5.9,0,0
1046018,1,1,2.79,25,0.11,0,51.9,8.1,0,0
363782,1,0,1.43,0,0.0,0,0.0,0.0,2,1
788564,1,1,4.16,18,1.73,0,10.7,0.4,0,0
697621,1,0,0.54,19,0.0,0,11.1,0.5,0,1
1466950,1,1,0.85,24,1.12,2,48.8,5.1,0,0
486073,1,0,2.3,24,,0,13.2,3.7,0,1
170042,1,1,8.25,17,1.27,0,22.3,2.7,0,1
552325,1,1,5.85,48,1.27,0,15.4,2.5,0,0
1167297,1,0,2.12,20,1.79,0,22.3,2.4,0,0
1249566,1,0,1.98,11,,0,0.0,0.0,0,1
997422,1,0,2.98,12,0.95,2,33.7,2.2,0,0
1193323,1,0,0.94,14,0.0,0,119.7,35.3,0,1
1485124,1,0,0.78,14,1.19,0,11.2,0.6,0,0
665831,0,0,2.05,23,,0,34.1,2.4,0,1
949474,1,0,3.15,30,0.73,1,28.3,2.6,0,0
1480946,1,1,0.79,15,1.18,0,68.4,4.7,0,0
15240,1,1,5.72,14,,0,0.0,0.0,0,1
917480,1,0,1.28,24,0.0,0,23.3,1.2,0,1
928593,1,0,0.24,11,0.0,0,13.4,0.8,0,1
1351010,1,0,1.67,13,0.3,0,75.8,7.4,0,1
166141,1,1,7.46,15,1.19,0,20.2,1.0,0,0
60953,1,1,8.48,15,1.35,0,9.4,1.1,0,0
166620,1,1,7.45,22,0.68,0,4.7,0.3,0,0
693256,1,0,4.89,21,0.36,0,43.6,3.5,0,0
608808,0,0,0.39,22,0.0,0,0.0,0.0,0,1
967290,1,0,1.98,13,,0,25.6,1.4,0,1
1531979,1,1,0.6,24,1.37,0,33.9,3.8,0,0
1002526,1,0,2.01,13,0.0,0,37.6,4.3,0,1
1219429,1,1,1.92,10,1.2,0,33.8,3.6,0,0
855289,1,0,3.78,13,0.21,0,44.6,3.0,0,0
846047,0,0,3.84,22,,1,21.2,1.2,0,0
436776,1,0,2.36,23,,0,11.0,1.0,0,1
1463141,1,0,0.61,14,0.0,0,34.1,1.7,0,1
154254,1,1,2.23,53,,0,0.0,0.0,0,1
1639665,0,0,0.13,22,1.84,0,31.1,8.5,0,0
717793,1,0,4.71,21,0.1,0,23.3,1.9,0,0
1565910,1,1,0.42,14,1.12,0,136.2,5.7,0,0
1096200,1,1,2.51,33,1.97,1,57.9,6.6,0,0
914151,1,1,3.36,20,0.48,2,68.0,2.7,0,0
1137831,1,0,2.0,55,,0,77.8,13.2,0,1
1257575,1,1,1.73,37,0.18,0,44.6,0.7,0,0
587121,0,0,1.02,18,,0,0.0,0.0,0,1
1456178,1,0,0.89,22,1.08,0,43.6,5.7,0,0
606589,1,0,1.44,17,0.0,0,22.3,1.6,0,1
1605602,1,1,0.52,14,1.45,0,46.7,3.8,0,1
1557816,1,0,0.47,22,0.5,0,55.2,7.4,0,0
922896,1,0,0.09,0,0.0,0,11.6,0.1,0,1
868377,1,0,0.39,17,0.0,0,18.1,3.2,0,1
481207,1,0,2.05,23,,0,1.5,0.1,0,1
1294916,1,1,0.41,9,0.0,1,71.4,1.7,0,1
796891,1,0,0.41,11,0.0,0,23.4,0.6,0,1
492685,1,0,6.53,28,,0,41.0,2.7,0,1
1463083,1,0,0.87,20,1.11,0,49.4,1.8,0,0
1609843,1,0,0.23,9,1.0,0,61.0,4.8,0,0
258147,0,0,1.14,17,,0,0.0,0.0,0,1
377509,0,0,0.98,22,,0,0.0,0.0,0,1
1533439,1,0,0.59,8,1.38,1,14.7,1.9,0,0
20597,0,0,3.07,14,,0,0.0,0.0,0,1
323801,0,0,2.43,21,,0,17.6,2.7,0,1
1296731,1,1,1.51,23,0.72,0,50.7,2.5,0,0
1540646,1,1,0.56,15,1.41,0,51.7,2.4,0,0
346410,1,1,7.35,14,0.6,0,30.3,1.1,0,1
621217,1,0,0.97,23,0.0,1,9.1,0.6,0,1
1040044,0,0,2.82,21,0.93,0,2.0,0.2,0,0
712818,0,0,2.83,26,0.0,0,21.3,1.4,0,1
436704,0,0,2.3,23,,0,3.3,0.5,0,1
372021,1,0,5.61,24,,0,73.2,4.5,0,1
1109559,1,1,2.42,14,1.66,5,128.1,7.1,0,0
969090,0,0,0.45,21,,0,7.7,0.4,0,1
1362149,1,0,1.18,14,0.8,0,38.7,2.0,0,0
1685573,1,1,0.6,15,0.45,0,27.3,18.9,0,1
1637990,0,0,0.13,24,1.84,0,84.1,3.6,0,0
1369460,1,1,1.14,19,1.74,0,57.5,10.9,0,0
635715,1,0,0.01,3,0.0,0,0.0,0.0,0,1
1080586,1,0,3.0,19,0.95,2,81.5,3.3,0,1
862722,0,0,0.93,24,0.0,0,112.5,11.3,0,1
1400997,1,0,1.06,11,1.16,0,17.1,3.7,0,0
460136,1,0,1.52,19,0.0,0,0.0,0.0,0,1
1039257,1,1,2.82,10,1.1,0,50.4,2.7,0,0
485443,0,0,1.98,24,,0,0.0,0.0,0,1
1410027,1,0,1.04,20,0.94,0,189.0,17.2,0,0
519288,0,0,2.1,24,,0,15.3,0.9,0,1
1109843,1,0,1.77,14,,0,26.3,3.9,0,1
1238626,1,0,1.83,13,0.11,0,58.3,3.0,0,0
1036253,1,1,2.84,17,1.86,0,213.9,19.5,0,0
562737,1,1,5.8,10,1.17,0,19.1,0.8,0,0
1121096,1,1,0.42,16,0.0,0,37.4,2.0,0,1
74087,1,0,3.89,0,,0,3.6,0.4,6,1
1533778,1,1,1.08,14,0.89,0,24.8,1.7,0,1
409006,0,0,6.35,25,0.05,1,36.1,4.1,0,0
1355935,1,1,1.96,0,,0,0.0,0.0,0,1
293827,1,0,6.83,21,0.36,0,130.9,8.0,0,0
1467924,1,1,0.85,15,1.13,0,59.1,1.9,0,0
825586,1,0,1.98,29,,1,66.1,2.9,0,1
1015404,1,0,2.91,12,1.01,0,70.4,18.7,0,0
1444547,1,1,0.93,30,1.05,0,57.1,14.2,0,0
1378807,1,0,0.66,14,0.0,0,71.8,10.0,0,1
1226002,1,1,1.89,21,,0,211.6,24.2,0,0
927403,1,1,3.25,16,1.62,0,148.3,7.0,0,0
24962,0,0,6.19,16,,0,69.6,3.9,0,1
778398,1,1,3.91,20,0.0,0,24.8,3.0,0,1
1339598,1,0,1.27,22,0.71,0,61.5,3.6,0,0
814264,0,0,0.97,16,0.0,0,4.1,2.1,0,1
175629,0,0,3.58,15,0.0,0,8.1,0.7,0,1
1118391,1,1,2.38,19,1.55,0,40.6,4.0,1,0
556725,1,0,1.78,22,0.0,0,5.9,0.7,0,1
3433,0,0,6.92,21,0.33,1,0.0,0.0,0,1
450191,1,0,2.1,21,,0,5.7,0.3,0,1
1244155,1,0,1.8,21,0.17,0,76.6,3.5,0,0
238379,1,0,0.58,20,1.4,0,0.0,0.0,0,1
1183631,1,0,2.07,8,1.88,0,18.5,1.5,0,0
768923,1,0,2.19,23,0.0,0,46.7,5.6,0,1
1090426,1,1,2.54,10,1.36,0,166.4,9.8,0,0
341713,1,0,7.29,27,,0,38.2,1.4,0,1
1455233,1,1,0.89,19,1.21,0,122.2,4.5,0,0
1327,0,0,7.61,13,,0,0.0,0.0,0,1
1489806,1,0,0.76,11,0.73,0,22.7,1.7,0,0
279860,0,0,2.85,20,,0,5.7,0.3,0,1
462198,0,0,0.24,16,0.0,2,0.0,0.0,0,1
447862,1,0,5.19,18,0.0,0,14.7,0.9,0,1
1261176,1,0,2.05,17,1.82,0,48.2,2.7,0,1
1665306,1,0,0.06,9,1.92,0,17.0,1.2,0,0
1129337,1,1,2.2,19,,0,128.8,6.6,0,1
1181942,1,1,2.07,16,0.58,0,30.9,11.3,0,0
1045900,1,1,2.79,24,0.88,0,46.1,8.1,0,0
1680083,0,0,0.0,0,1.97,0,,,0,0
345927,0,0,0.44,22,1.53,1,0.0,0.0,0,1
523021,0,0,0.66,19,0.0,0,0.0,0.0,0,1
711653,1,1,5.6,30,1.62,0,207.8,13.8,0,1
282218,0,0,4.31,32,,0,11.0,0.8,1,1
692727,1,0,3.93,22,0.0,0,2.1,0.1,0,1
1077442,1,1,2.62,14,1.8,1,124.1,21.2,1,0
876725,1,1,3.64,21,0.31,1,61.3,3.2,0,0
432506,1,1,6.26,21,0.13,1,82.8,6.5,0,0
1059726,1,0,2.19,10,,0,16.1,1.5,0,1
849346,1,0,3.38,21,0.0,0,78.3,3.8,0,1
1053250,0,0,2.75,163,,2,588.9,90.1,0,0
547862,1,1,2.32,20,,0,4.7,0.8,0,1
398178,1,0,6.39,19,1.82,0,37.9,2.3,0,0
1649911,1,0,0.1,20,0.07,1,42.9,82.3,0,0
1299315,1,0,1.5,13,0.42,0,23.8,3.4,0,0
1485900,1,1,0.78,22,1.2,1,72.1,8.6,0,0
1676769,1,0,0.02,0,1.96,0,,,0,0
180822,1,0,1.61,0,,0,0.0,0.0,1,1
956842,1,0,3.99,12,,0,34.1,2.2,0,1
692012,0,0,1.67,12,,0,32.7,2.0,0,1
27137,0,0,3.98,0,0.0,0,0.0,0.0,7,1
718852,1,1,4.7,10,1.4,0,19.7,0.7,0,0
271391,1,0,6.89,21,0.39,2,85.0,5.8,0,0
1064847,1,0,1.44,22,0.0,0,16.8,1.4,0,1
807763,1,0,1.38,20,0.0,0,23.9,1.6,0,1
832731,1,1,3.93,20,0.1,0,88.1,3.3,0,0
1674128,0,0,0.02,0,1.95,0,,,0,0
668563,0,0,2.48,21,0.0,0,0.0,0.0,0,1
500118,1,0,0.69,21,0.0,0,0.0,0.0,0,1
574881,1,0,4.32,16,0.0,0,7.6,0.4,0,1
254100,0,0,1.43,20,0.0,0,0.0,0.0,0,1
268952,1,1,6.9,15,1.09,0,41.9,4.9,0,0
244724,0,0,1.36,0,0.0,0,0.0,0.0,1,1
72508,1,1,2.0,0,,0,0.0,0.0,1,1
864149,1,0,1.86,24,0.0,0,7.2,0.3,0,1
1646056,1,0,0.11,10,1.86,0,8.0,1.9,0,0
815636,1,1,4.03,22,1.08,0,20.1,3.1,0,0
1356878,1,1,1.96,0,,0,0.0,0.0,0,1
1227520,1,1,1.88,20,0.06,0,35.2,2.7,0,0
1155471,1,0,2.18,14,1.69,1,173.2,12.2,0,0
199477,0,0,1.86,19,0.66,0,0.0,0.0,0,1
482140,0,0,2.05,17,,0,5.0,0.5,0,1
1126604,1,0,1.98,14,,0,35.5,2.5,0,1
1028136,1,0,1.62,24,,0,17.4,2.0,0,1
607047,0,0,1.0,17,0.0,0,1.4,0.1,0,1
1141473,1,0,1.85,22,0.0,0,59.2,8.7,0,1
1309595,1,1,1.03,12,0.0,0,42.8,6.4,0,1
769483,1,1,4.29,16,1.64,0,32.8,6.8,0,0
988512,1,1,3.01,36,1.22,8,300.9,15.1,0,0
